id_pedido,transportadora,valor_frete,cidade_destino,data_postagem,data_previsao_entrega,data_entrega_real,status_pedido,nota_review,comentario_cliente
PED-1430,Correios,20.15,São Paulo,2025-08-22,2025-08-27,2025-08-25,Entregue,5,"Chegou antes do prazo, excelente!"
PED-1431,FedEx,55.8,São Paulo,2025-08-23,2025-08-30,2025-08-29,Entregue,5,"Produto original, vendedor confiável."
PED-1432,Correios,33.54,Belo Horizonte,2025-08-24,2025-09-03,2025-09-03,Entregue,5,"Produto original, vendedor confiável."
PED-1433,Loggi,105.51,Belo Horizonte,2025-08-24,2025-09-02,,Em Trânsito,2,Frete caro e entrega lenta.
PED-1434,Jadlog,15.54,Brasília,2025-08-24,2025-09-01,2025-08-30,Entregue,4,"Qualidade impecável, voltarei a comprar."
PED-1435,Correios,142.77,Florianópolis,2025-08-24,2025-09-02,,Extraviado,2,"Produto extraviado, tive que abrir reclamação."
PED-1436,Correios,93.56,Porto Alegre,2025-08-25,2025-09-03,2025-09-02,Entregue,4,"Muito bom, sem reclamações."
PED-1437,Jadlog,57.98,Rio de Janeiro,2025-08-25,2025-09-04,2025-09-02,Entregue,4,"Embalagem perfeita, produto intacto."
PED-1438,Jadlog,83.16,Curitiba,2025-08-24,2025-09-02,2025-08-26,Entregue,5,"Embalagem perfeita, produto intacto."
PED-1439,Loggi,128.34,Fortaleza,2025-08-24,2025-09-01,2025-08-28,Entregue,4,"Embalagem perfeita, produto intacto."
PED-1440,Loggi,59.79,São Paulo,2025-08-24,2025-09-02,2025-08-31,Entregue,4,Parabéns pela agilidade!
PED-1441,Loggi,85.54,São Paulo,2025-08-25,2025-09-01,2025-09-06,Entregue,1,Atrasou e a caixa veio amassada.
PED-1442,Jadlog,19.27,Joinville,2025-08-26,2025-09-01,2025-08-29,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1443,Loggi,138.77,Florianópolis,2025-08-26,2025-09-01,2025-08-30,Entregue,5,Superou minhas expectativas!
PED-1444,Jadlog,19.86,São Paulo,2025-08-25,2025-08-30,,Cancelado,3,"Produto bom, mas o frete foi caro."
PED-1445,Jadlog,50.65,Recife,2025-08-26,2025-09-05,2025-09-08,Entregue,3,"Nada de especial, cumpriu o básico."
PED-1446,Jadlog,28.02,Fortaleza,2025-08-27,2025-09-01,2025-08-29,Entregue,4,"Produto de qualidade, entrega pontual."
PED-1447,Jadlog,57.19,Porto Alegre,2025-08-26,2025-09-01,2025-08-28,Entregue,4,"Qualidade impecável, voltarei a comprar."
PED-1448,Jadlog,66.67,Joinville,2025-08-28,2025-09-07,2025-09-08,Entregue,2,"Não recomendo, péssima experiência."
PED-1449,FedEx,51.63,Florianópolis,2025-08-28,2025-09-04,2025-08-31,Entregue,5,"Tudo certo, nota 10!"
PED-1450,Correios,17.56,São Paulo,2025-08-28,2025-09-05,2025-09-10,Entregue,3,"Razoável, poderia ser melhor."
PED-1451,FedEx,45.98,Rio de Janeiro,2025-08-28,2025-09-07,2025-09-05,Entregue,5,"Muito bom, sem reclamações."
PED-1452,Loggi,109.4,Joinville,2025-08-28,2025-09-06,2025-09-01,Entregue,5,"Produto de qualidade, entrega pontual."
PED-1453,Correios,29.12,Joinville,2025-08-29,2025-09-05,2025-08-31,Entregue,4,"Embalagem perfeita, produto intacto."
PED-1454,Loggi,16.95,Joinville,2025-08-30,2025-09-06,2025-09-07,Entregue,3,"Razoável, poderia ser melhor."
PED-1455,Loggi,43.76,Joinville,2025-08-29,2025-09-08,,Em Trânsito,4,"Chegou antes do prazo, excelente!"
PED-1456,Jadlog,34.17,Porto Alegre,2025-08-29,2025-09-03,2025-08-31,Entregue,4,Entrega no prazo e produto conforme descrito.
PED-1457,Jadlog,143.15,Manaus,2025-08-29,2025-09-06,2025-09-08,Entregue,3,"Nada de especial, cumpriu o básico."
PED-1458,FedEx,107.29,São Paulo,2025-08-30,2025-09-04,2025-09-03,Entregue,5,Excelente atendimento e entrega.
PED-1459,FedEx,30.85,Curitiba,2025-08-31,2025-09-05,2025-09-09,Entregue,2,"Produto extraviado, tive que abrir reclamação."
PED-1460,Loggi,50.67,São Paulo,2025-08-31,2025-09-10,2025-09-08,Entregue,5,"Produto original, vendedor confiável."
PED-1461,Correios,24.29,São Paulo,2025-08-31,2025-09-07,2025-09-02,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1462,Loggi,78.36,Porto Alegre,2025-08-31,2025-09-07,2025-09-04,Entregue,5,"Tudo certo, nota 10!"
PED-1463,Loggi,17.32,Curitiba,2025-09-01,2025-09-06,2025-09-06,Entregue,5,Superou minhas expectativas!
PED-1464,Correios,100.84,São Paulo,2025-09-01,2025-09-11,2025-09-10,Entregue,5,"Produto original, vendedor confiável."
PED-1465,FedEx,28.53,Porto Alegre,2025-09-01,2025-09-09,2025-09-09,Entregue,5,Ótimo custo-benefício!
PED-1466,Loggi,92.97,Belém,2025-09-02,2025-09-10,2025-09-05,Entregue,4,"Tudo certo, nota 10!"
PED-1467,Loggi,28.82,Rio de Janeiro,2025-09-02,2025-09-07,2025-09-05,Entregue,5,Superou minhas expectativas!
PED-1468,Loggi,59.18,Belo Horizonte,2025-09-04,2025-09-09,2025-09-09,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1469,FedEx,19.25,São Paulo,2025-09-03,2025-09-10,2025-09-05,Entregue,5,Superou minhas expectativas!
PED-1470,Correios,20.07,Recife,2025-09-03,2025-09-11,,Cancelado,1,Pior experiência de compra online.
PED-1471,FedEx,107.47,Campinas,2025-09-04,2025-09-14,2025-09-06,Entregue,4,"Produto top, recomendo!"
PED-1472,FedEx,20.76,Campinas,2025-09-05,2025-09-15,,Em Trânsito,3,Esperava mais pela qualidade do produto.
PED-1473,Correios,86.84,Belo Horizonte,2025-09-04,2025-09-12,2025-09-10,Entregue,5,Excelente atendimento e entrega.
PED-1474,Jadlog,146.89,Joinville,2025-09-04,2025-09-11,,Cancelado,2,Atrasou e a caixa veio amassada.
PED-1475,Jadlog,27.66,Salvador,2025-09-05,2025-09-14,2025-09-14,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1476,FedEx,18.69,Belo Horizonte,2025-09-04,2025-09-11,2025-09-11,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1477,Loggi,50.62,Recife,2025-09-06,2025-09-11,2025-09-13,Entregue,2,"Veio errado, tive que devolver."
PED-1478,Loggi,19.56,Brasília,2025-09-06,2025-09-13,2025-09-12,Entregue,4,"Qualidade impecável, voltarei a comprar."
PED-1479,Jadlog,58.59,Campinas,2025-09-05,2025-09-12,2025-09-08,Entregue,4,Superou minhas expectativas!
PED-1480,Correios,20.26,Belo Horizonte,2025-09-06,2025-09-12,2025-09-11,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1481,Jadlog,46.36,Brasília,2025-09-07,2025-09-14,2025-09-11,Entregue,5,"Chegou antes do prazo, excelente!"
PED-1482,Jadlog,136.66,São Paulo,2025-09-07,2025-09-14,,Em Trânsito,2,Atendimento ao cliente inexistente.
PED-1483,Jadlog,30.47,Recife,2025-09-07,2025-09-17,2025-09-17,Entregue,4,Parabéns pela agilidade!
PED-1484,Loggi,17.38,Porto Alegre,2025-09-08,2025-09-13,2025-09-10,Entregue,4,"Tudo certo, nota 10!"
PED-1485,Correios,41.76,São Paulo,2025-09-08,2025-09-16,2025-09-13,Entregue,4,"Tudo certo, nota 10!"
PED-1486,Jadlog,29.43,Curitiba,2025-09-10,2025-09-15,2025-09-14,Entregue,5,"Produto top, recomendo!"
PED-1487,Jadlog,47.56,Rio de Janeiro,2025-09-10,2025-09-17,2025-09-15,Entregue,4,Superou minhas expectativas!
PED-1488,Correios,120.79,Belo Horizonte,2025-09-10,2025-09-20,,Em Trânsito,3,"Razoável, poderia ser melhor."
PED-1489,Jadlog,40.69,Joinville,2025-09-11,2025-09-21,2025-09-19,Entregue,4,Superou minhas expectativas!
PED-1490,Loggi,27.96,Joinville,2025-09-10,2025-09-17,,Em Trânsito,2,Atrasou e a caixa veio amassada.
PED-1491,Jadlog,29.79,Joinville,2025-09-10,2025-09-17,2025-09-15,Entregue,4,"Produto top, recomendo!"
PED-1492,Correios,19.39,Curitiba,2025-09-10,2025-09-20,2025-09-18,Entregue,5,Superou minhas expectativas!
PED-1493,Jadlog,107.69,Fortaleza,2025-09-12,2025-09-22,,Em Trânsito,3,Entrega demorou mais que o previsto.
PED-1494,Loggi,134.87,Curitiba,2025-09-11,2025-09-17,2025-09-17,Entregue,4,Parabéns pela agilidade!
PED-1495,Jadlog,40.28,Curitiba,2025-09-12,2025-09-20,,Cancelado,1,"Suporte ruim, difícil contato."
PED-1496,Correios,47.93,Curitiba,2025-09-12,2025-09-22,2025-09-14,Entregue,4,Superou minhas expectativas!
PED-1497,Jadlog,35.16,São Paulo,2025-09-12,2025-09-18,2025-09-19,Entregue,2,Atendimento ao cliente inexistente.
PED-1498,Loggi,57.36,Curitiba,2025-09-12,2025-09-18,,Em Trânsito,4,Superou minhas expectativas!
PED-1499,Jadlog,106.24,São Paulo,2025-09-14,2025-09-20,,Em Trânsito,2,Atendimento ao cliente inexistente.
PED-1500,Loggi,119.54,Porto Alegre,2025-09-14,2025-09-20,2025-09-20,Entregue,5,"Tudo certo, nota 10!"
PED-1501,Loggi,49.3,São Paulo,2025-09-14,2025-09-22,2025-09-17,Entregue,5,"Tudo certo, nota 10!"
PED-1502,Loggi,18.5,Belo Horizonte,2025-09-14,2025-09-24,2025-09-20,Entregue,5,Parabéns pela agilidade!
PED-1503,Loggi,118.41,Campinas,2025-09-15,2025-09-25,,Cancelado,1,"Embalagem danificada, produto riscado."
PED-1504,Loggi,121.76,Salvador,2025-09-14,2025-09-23,2025-09-18,Entregue,4,"Produto top, recomendo!"
PED-1505,Loggi,22.33,São Paulo,2025-09-14,2025-09-23,2025-09-22,Entregue,4,"Produto de qualidade, entrega pontual."
PED-1506,Loggi,82.97,Goiânia,2025-09-16,2025-09-21,2025-09-20,Entregue,5,"Chegou antes do prazo, excelente!"
PED-1507,Loggi,76.87,Curitiba,2025-09-16,2025-09-26,,Cancelado,3,"Chegou com pequeno atraso, mas o produto é bom."
PED-1508,Correios,49.2,São Paulo,2025-09-16,2025-09-24,2025-09-19,Entregue,4,Excelente atendimento e entrega.
PED-1509,FedEx,57.91,Belo Horizonte,2025-09-17,2025-09-25,2025-09-21,Entregue,5,Superou minhas expectativas!
PED-1510,Jadlog,123.2,Curitiba,2025-09-17,2025-09-23,2025-09-21,Entregue,5,"Muito bom, sem reclamações."
PED-1511,Loggi,25.91,Belo Horizonte,2025-09-17,2025-09-26,2025-09-26,Entregue,5,"Produto top, recomendo!"
PED-1512,Loggi,27.34,Belém,2025-09-17,2025-09-24,2025-09-24,Entregue,4,"Qualidade impecável, voltarei a comprar."
PED-1513,Correios,19.19,Florianópolis,2025-09-16,2025-09-22,2025-09-19,Entregue,5,"Produto top, recomendo!"
PED-1514,Correios,30.22,Porto Alegre,2025-09-17,2025-09-22,2025-09-21,Entregue,4,"Frete rápido, adorei!"
PED-1515,Loggi,44.26,Recife,2025-09-18,2025-09-23,2025-09-21,Entregue,5,"Produto de qualidade, entrega pontual."
PED-1516,Correios,15.9,Fortaleza,2025-09-17,2025-09-26,2025-09-21,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1517,Jadlog,121.41,Belém,2025-09-17,2025-09-27,2025-09-23,Entregue,5,Ótimo custo-benefício!
PED-1518,Correios,146.8,Belo Horizonte,2025-09-17,2025-09-27,,Em Trânsito,3,"Produto ok, mas a entrega atrasou um pouco."
PED-1519,FedEx,26.31,São Paulo,2025-09-17,2025-09-24,2025-09-21,Entregue,5,"Qualidade impecável, voltarei a comprar."
PED-1520,FedEx,91.58,Florianópolis,2025-09-18,2025-09-24,2025-09-24,Entregue,4,"Tudo certo, nota 10!"
PED-1521,Correios,76.32,Curitiba,2025-09-17,2025-09-26,2025-09-26,Entregue,5,Excelente atendimento e entrega.
PED-1522,Correios,29.87,São Paulo,2025-09-18,2025-09-25,,Extraviado,3,Entrega demorou mais que o previsto.
PED-1523,Jadlog,54.78,São Paulo,2025-09-17,2025-09-26,2025-09-29,Entregue,2,Produto chegou com defeito.
PED-1524,Loggi,48.3,Belo Horizonte,2025-09-18,2025-09-26,2025-09-24,Entregue,4,Parabéns pela agilidade!
PED-1525,Jadlog,54.31,Salvador,2025-09-18,2025-09-28,,Extraviado,3,Embalagem poderia ser melhor.
PED-1526,Loggi,17.43,Rio de Janeiro,2025-09-18,2025-09-24,2025-09-21,Entregue,5,"Chegou antes do prazo, excelente!"
PED-1527,FedEx,138.94,Porto Alegre,2025-09-19,2025-09-26,,Em Trânsito,2,Nunca mais compro aqui.
PED-1528,Correios,149.43,São Paulo,2025-09-20,2025-09-30,2025-09-30,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1529,Correios,134.41,Joinville,2025-09-21,2025-09-27,2025-09-25,Entregue,4,Parabéns pela agilidade!
PED-1530,Correios,65.51,Joinville,2025-09-23,2025-09-28,2025-10-03,Entregue,3,"Nada de especial, cumpriu o básico."
PED-1531,Loggi,63.26,Belo Horizonte,2025-09-22,2025-09-27,2025-09-27,Entregue,4,"Produto top, recomendo!"
PED-1532,FedEx,29.88,Brasília,2025-09-22,2025-09-27,2025-09-26,Entregue,4,"Muito bom, sem reclamações."
PED-1533,Loggi,51.27,São Paulo,2025-09-23,2025-09-30,,Em Trânsito,2,"Produto extraviado, tive que abrir reclamação."
PED-1534,Correios,46.07,Curitiba,2025-09-23,2025-09-28,2025-09-25,Entregue,4,Excelente atendimento e entrega.
PED-1535,Correios,136.62,Brasília,2025-09-25,2025-10-05,2025-10-05,Entregue,4,"Muito bom, sem reclamações."
PED-1536,Loggi,18.81,Curitiba,2025-09-25,2025-10-04,2025-09-30,Entregue,4,"Frete rápido, adorei!"
PED-1537,Correios,20.14,Curitiba,2025-09-26,2025-10-01,2025-10-04,Entregue,2,Atrasou e a caixa veio amassada.
PED-1538,FedEx,77.98,São Paulo,2025-09-27,2025-10-07,2025-10-05,Entregue,5,Superou minhas expectativas!
PED-1539,Correios,19.84,Rio de Janeiro,2025-09-26,2025-10-04,2025-10-02,Entregue,5,"Entrega rápida, muito satisfeito!"
PED-1540,Jadlog,17.87,Goiânia,2025-09-27,2025-10-02,2025-10-07,Entregue,2,"Produto extraviado, tive que abrir reclamação."
PED-1541,Jadlog,75.17,Rio de Janeiro,2025-09-28,2025-10-04,2025-10-03,Entregue,5,"Produto top, recomendo!"
PED-1542,Jadlog,16.46,Joinville,2025-09-29,2025-10-05,2025-10-04,Entregue,4,"Produto original, vendedor confiável."
PED-1543,Jadlog,23.75,Curitiba,2025-09-28,2025-10-07,2025-10-01,Entregue,4,"Embalagem perfeita, produto intacto."
PED-1544,FedEx,49.03,Salvador,2025-09-30,2025-10-10,,Cancelado,1,Atendimento ao cliente inexistente.
PED-1545,Correios,58.09,Rio de Janeiro,2025-09-30,2025-10-08,2025-10-13,Entregue,2,"Suporte ruim, difícil contato."
PED-1546,Correios,28.42,São Paulo,2025-10-01,2025-10-10,,Extraviado,1,Pior experiência de compra online.
PED-1547,Loggi,34.48,São Paulo,2025-10-01,2025-10-06,2025-10-08,Entregue,3,Embalagem poderia ser melhor.
PED-1548,Loggi,142.81,São Paulo,2025-10-01,2025-10-09,2025-10-03,Entregue,4,"Produto de qualidade, entrega pontual."
PED-1549,Loggi,122.43,Rio de Janeiro,2025-10-02,2025-10-10,,Em Trânsito,2,Produto não era o que esperava.
PED-1550,Jadlog,132.52,São Paulo,2025-10-03,2025-10-09,,Extraviado,2,"Não recomendo, péssima experiência."
PED-1551,Jadlog,21.28,Joinville,2025-10-02,2025-10-11,2025-10-06,Entregue,5,Superou minhas expectativas!
PED-1552,Correios,78.09,Porto Alegre,2025-10-02,2025-10-10,2025-10-04,Entregue,5,Parabéns pela agilidade!
PED-1553,Loggi,113.47,Porto Alegre,2025-10-03,2025-10-12,2025-10-12,Entregue,5,"Produto original, vendedor confiável."
PED-1554,Jadlog,59.05,Recife,2025-10-02,2025-10-12,2025-10-09,Entregue,4,Entrega no prazo e produto conforme descrito.
PED-1555,FedEx,35.83,Porto Alegre,2025-10-04,2025-10-13,2025-10-07,Entregue,4,"Tudo certo, nota 10!"
PED-1556,Loggi,28.54,Joinville,2025-10-05,2025-10-15,2025-10-13,Entregue,4,Entrega no prazo e produto conforme descrito.
PED-1557,Correios,115.87,Curitiba,2025-10-04,2025-10-10,2025-10-07,Entregue,5,"Tudo certo, nota 10!"
PED-1558,Loggi,17.23,São Paulo,2025-10-05,2025-10-11,2025-10-09,Entregue,5,"Entrega rápida, muito satisfeito!"
PED-1559,Correios,28.15,Curitiba,2025-10-05,2025-10-11,2025-10-10,Entregue,5,"Qualidade impecável, voltarei a comprar."
PED-1560,FedEx,15.3,Rio de Janeiro,2025-10-07,2025-10-13,2025-10-10,Entregue,5,"Qualidade impecável, voltarei a comprar."
PED-1561,Loggi,16.98,Porto Alegre,2025-10-07,2025-10-14,2025-10-17,Entregue,2,Atrasou e a caixa veio amassada.
PED-1562,Jadlog,19.47,Joinville,2025-10-07,2025-10-17,2025-10-13,Entregue,5,Excelente atendimento e entrega.
PED-1563,Correios,21.52,São Paulo,2025-10-08,2025-10-15,2025-10-13,Entregue,4,"Tudo certo, nota 10!"
PED-1564,Loggi,28.54,Joinville,2025-10-07,2025-10-15,2025-10-13,Entregue,5,"Chegou antes do prazo, excelente!"
PED-1565,Correios,27.88,Florianópolis,2025-10-08,2025-10-17,,Extraviado,2,"Produto extraviado, tive que abrir reclamação."
PED-1566,Jadlog,35.35,São Paulo,2025-10-08,2025-10-14,2025-10-11,Entregue,4,Parabéns pela agilidade!
PED-1567,FedEx,140.55,Rio de Janeiro,2025-10-08,2025-10-18,2025-10-15,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1568,Jadlog,27.59,São Paulo,2025-10-10,2025-10-15,2025-10-14,Entregue,4,Excelente atendimento e entrega.
PED-1569,FedEx,27.85,Manaus,2025-10-09,2025-10-15,2025-10-12,Entregue,4,Superou minhas expectativas!
PED-1570,Correios,57.72,Brasília,2025-10-10,2025-10-15,2025-10-13,Entregue,5,"Frete rápido, adorei!"
PED-1571,Correios,20.12,Recife,2025-10-10,2025-10-15,2025-10-12,Entregue,5,"Produto original, vendedor confiável."
PED-1572,Jadlog,28.03,São Paulo,2025-10-11,2025-10-19,2025-10-18,Entregue,4,"Tudo certo, nota 10!"
PED-1573,Correios,28.49,Brasília,2025-10-11,2025-10-16,2025-10-19,Entregue,1,"Não recomendo, péssima experiência."
PED-1574,Jadlog,93.28,Porto Alegre,2025-10-13,2025-10-22,,Cancelado,1,"Produto extraviado, tive que abrir reclamação."
PED-1575,Jadlog,53.1,Belo Horizonte,2025-10-13,2025-10-23,2025-10-19,Entregue,5,Excelente atendimento e entrega.
PED-1576,Jadlog,73.0,Curitiba,2025-10-14,2025-10-23,2025-10-17,Entregue,5,"Frete rápido, adorei!"
PED-1577,Loggi,73.68,Manaus,2025-10-13,2025-10-18,2025-10-19,Entregue,1,Decepcionante do início ao fim.
PED-1578,Loggi,24.36,São Paulo,2025-10-14,2025-10-22,2025-10-18,Entregue,4,Excelente atendimento e entrega.
PED-1579,FedEx,29.58,Goiânia,2025-10-15,2025-10-22,2025-10-19,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1580,Loggi,43.94,São Paulo,2025-10-16,2025-10-23,2025-10-19,Entregue,5,Ótimo custo-benefício!
PED-1581,Loggi,53.77,São Paulo,2025-10-16,2025-10-25,2025-10-18,Entregue,4,"Qualidade impecável, voltarei a comprar."
PED-1582,Correios,75.07,São Paulo,2025-10-15,2025-10-21,2025-10-20,Entregue,5,"Muito bom, sem reclamações."
PED-1583,Correios,130.13,Belo Horizonte,2025-10-16,2025-10-26,,Em Trânsito,2,"Veio errado, tive que devolver."
PED-1584,Jadlog,18.58,Curitiba,2025-10-15,2025-10-24,2025-10-25,Entregue,1,"Veio errado, tive que devolver."
PED-1585,Loggi,25.84,São Paulo,2025-10-16,2025-10-24,2025-10-21,Entregue,4,"Frete rápido, adorei!"
PED-1586,Jadlog,28.73,Campinas,2025-10-16,2025-10-23,2025-10-21,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1587,Correios,21.56,São Paulo,2025-10-16,2025-10-24,2025-10-28,Entregue,2,Cancelei porque demorou demais.
PED-1588,Jadlog,19.94,Rio de Janeiro,2025-10-16,2025-10-24,2025-10-20,Entregue,5,Parabéns pela agilidade!
PED-1589,Loggi,144.53,São Paulo,2025-10-16,2025-10-24,2025-10-22,Entregue,4,"Produto original, vendedor confiável."
PED-1590,Loggi,51.25,Manaus,2025-10-17,2025-10-23,2025-10-21,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1591,Loggi,15.43,São Paulo,2025-10-18,2025-10-25,,Cancelado,2,"Não recomendo, péssima experiência."
PED-1592,FedEx,27.69,Joinville,2025-10-19,2025-10-28,2025-10-25,Entregue,5,Parabéns pela agilidade!
PED-1593,FedEx,80.05,São Paulo,2025-10-19,2025-10-26,2025-10-22,Entregue,4,Entrega no prazo e produto conforme descrito.
PED-1594,FedEx,50.44,Curitiba,2025-10-19,2025-10-28,2025-10-22,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1595,Jadlog,130.49,Campinas,2025-10-21,2025-10-28,2025-10-24,Entregue,5,"Produto top, recomendo!"
PED-1596,FedEx,71.25,Salvador,2025-10-21,2025-10-28,2025-10-26,Entregue,5,"Tudo certo, nota 10!"
PED-1597,Correios,21.49,Rio de Janeiro,2025-10-22,2025-10-29,,Em Trânsito,4,"Tudo certo, nota 10!"
PED-1598,Jadlog,118.06,Rio de Janeiro,2025-10-22,2025-10-29,2025-10-28,Entregue,4,Ótimo custo-benefício!
PED-1599,Correios,21.87,Brasília,2025-10-22,2025-10-29,2025-10-28,Entregue,5,"Muito bom, sem reclamações."
PED-1600,Correios,32.72,São Paulo,2025-10-23,2025-11-02,2025-11-04,Entregue,2,Muito atraso na entrega.
PED-1601,Jadlog,104.5,Joinville,2025-10-23,2025-10-31,2025-10-29,Entregue,5,Excelente atendimento e entrega.
PED-1602,Jadlog,60.68,Curitiba,2025-10-25,2025-11-03,2025-10-27,Entregue,5,Ótimo custo-benefício!
PED-1603,Jadlog,25.27,Recife,2025-10-24,2025-11-01,,Extraviado,3,"Chegou com pequeno atraso, mas o produto é bom."
PED-1604,Loggi,33.74,Campinas,2025-10-26,2025-11-04,2025-10-30,Entregue,4,"Muito bom, sem reclamações."
PED-1605,Correios,20.78,Belém,2025-10-26,2025-11-02,,Extraviado,1,"Veio errado, tive que devolver."
PED-1606,Loggi,128.31,Florianópolis,2025-10-26,2025-11-01,2025-10-30,Entregue,4,Ótimo custo-benefício!
PED-1607,Correios,70.66,Campinas,2025-10-27,2025-11-01,2025-11-02,Entregue,1,Produto chegou com defeito.
PED-1608,Loggi,34.34,Recife,2025-10-26,2025-11-01,2025-10-31,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1609,FedEx,120.37,Brasília,2025-10-26,2025-11-03,2025-11-01,Entregue,4,"Produto de qualidade, entrega pontual."
PED-1610,Loggi,54.64,Curitiba,2025-10-27,2025-11-01,2025-10-31,Entregue,5,Entrega no prazo e produto conforme descrito.
PED-1611,Correios,37.62,Goiânia,2025-10-28,2025-11-02,2025-10-31,Entregue,4,"Muito bom, sem reclamações."
PED-1612,Loggi,124.99,Belo Horizonte,2025-10-27,2025-11-03,2025-10-29,Entregue,4,"Embalagem perfeita, produto intacto."
PED-1613,Correios,27.85,Rio de Janeiro,2025-10-27,2025-11-06,,Extraviado,3,"Produto bom, mas o frete foi caro."
PED-1614,Loggi,123.76,Belo Horizonte,2025-10-28,2025-11-05,2025-11-05,Entregue,4,"Chegou antes do prazo, excelente!"
PED-1615,Loggi,143.71,Porto Alegre,2025-10-28,2025-11-06,2025-11-07,Entregue,2,Atendimento ao cliente inexistente.
PED-1616,FedEx,96.82,Joinville,2025-10-29,2025-11-07,2025-11-05,Entregue,5,Superou minhas expectativas!
PED-1617,FedEx,42.17,São Paulo,2025-10-28,2025-11-07,2025-11-05,Entregue,4,"Qualidade impecável, voltarei a comprar."
PED-1618,Correios,136.02,Rio de Janeiro,2025-10-29,2025-11-08,2025-11-05,Entregue,4,Entrega no prazo e produto conforme descrito.
PED-1619,FedEx,145.19,Curitiba,2025-10-29,2025-11-03,,Em Trânsito,4,"Produto top, recomendo!"
PED-1620,Correios,46.4,Belo Horizonte,2025-10-30,2025-11-06,2025-11-02,Entregue,4,"Frete rápido, adorei!"
PED-1621,FedEx,98.89,Joinville,2025-10-30,2025-11-07,2025-11-04,Entregue,5,"Produto original, vendedor confiável."
PED-1622,Jadlog,28.86,Curitiba,2025-10-31,2025-11-09,2025-11-07,Entregue,5,"Entrega rápida, muito satisfeito!"
PED-1623,Loggi,50.16,Joinville,2025-10-30,2025-11-04,2025-11-02,Entregue,5,"Entrega rápida, muito satisfeito!"
PED-1624,Correios,132.42,São Paulo,2025-11-02,2025-11-08,2025-11-12,Entregue,1,"Veio errado, tive que devolver."
PED-1625,Loggi,73.27,Florianópolis,2025-11-01,2025-11-08,,Cancelado,1,Produto não era o que esperava.
PED-1626,Loggi,34.89,São Paulo,2025-11-02,2025-11-07,2025-11-07,Entregue,4,"Frete rápido, adorei!"
PED-1627,Loggi,50.87,Curitiba,2025-11-02,2025-11-10,2025-11-09,Entregue,4,Superou minhas expectativas!
PED-1628,Loggi,74.97,Curitiba,2025-11-02,2025-11-08,2025-11-04,Entregue,5,Parabéns pela agilidade!
PED-1629,Loggi,72.27,Brasília,2025-11-03,2025-11-12,2025-11-10,Entregue,5,"Muito bom, sem reclamações."
PED-1630,Correios,49.83,Belo Horizonte,2025-11-03,2025-11-13,,Cancelado,3,"Chegou com pequeno atraso, mas o produto é bom."
PED-1631,Loggi,20.79,Curitiba,2025-11-04,2025-11-12,,Cancelado,3,"Produto bom, mas o frete foi caro."
PED-1632,Jadlog,17.5,Joinville,2025-11-04,2025-11-12,2025-11-09,Entregue,5,"Produto top, recomendo!"
PED-1633,Correios,60.88,Curitiba,2025-11-04,2025-11-09,2025-11-07,Entregue,5,Ótimo custo-benefício!
PED-1634,Correios,48.53,São Paulo,2025-11-05,2025-11-12,2025-11-07,Entregue,4,"Entrega rápida, muito satisfeito!"
PED-1635,FedEx,31.37,Rio de Janeiro,2025-11-04,2025-11-11,,Em Trânsito,4,"Produto top, recomendo!"
PED-1636,FedEx,96.09,São Paulo,2025-11-04,2025-11-10,2025-11-06,Entregue,5,"Produto original, vendedor confiável."
PED-1637,Jadlog,76.6,São Paulo,2025-11-04,2025-11-09,2025-11-08,Entregue,4,"Muito bom, sem reclamações."
PED-1638,Jadlog,48.24,Recife,2025-11-05,2025-11-15,2025-11-09,Entregue,4,"Produto top, recomendo!"
PED-1639,Jadlog,20.72,Rio de Janeiro,2025-11-05,2025-11-10,2025-11-09,Entregue,4,"Muito bom, sem reclamações."
PED-1640,FedEx,27.13,Goiânia,2025-11-06,2025-11-11,2025-11-11,Entregue,5,"Frete rápido, adorei!"
PED-1641,Correios,29.76,Rio de Janeiro,2025-11-07,2025-11-15,2025-11-09,Entregue,4,"Produto original, vendedor confiável."
PED-1642,FedEx,63.58,Joinville,2025-11-09,2025-11-18,2025-11-15,Entregue,5,Parabéns pela agilidade!
PED-1643,Correios,62.1,São Paulo,2025-11-10,2025-11-15,2025-11-13,Entregue,5,"Embalagem perfeita, produto intacto."
PED-1644,Jadlog,56.6,São Paulo,2025-11-09,2025-11-19,2025-11-16,Entregue,4,"Qualidade impecável, voltarei a comprar."
PED-1645,Jadlog,85.53,São Paulo,2025-11-10,2025-11-17,2025-11-20,Entregue,2,Muito atraso na entrega.
