id_pedido,id_cliente,data_compra,sku_produto,produto_nome,categoria,peso_gramas,quantidade,custo_unitario,valor_unitario_venda,cupom_desconto,percentual_desconto
PED-1440,183,2025-08-23 16:50:08,AC-002,Teclado Mecânico RGB,Acessórios,633,2,155.22,220.83,,0.0
PED-1441,195,2025-08-24 01:06:15,HW-002,Notebook Gamer i7,Hardware,2451,2,2014.02,4142.21,OFF20,0.2
PED-1442,126,2025-08-24 13:30:49,LIC-001,Licença Antivírus Kaspersky,Licenças,0,2,76.5,145.29,,0.0
PED-1443,145,2025-08-24 16:58:57,HW-008,Gabinete Gamer RGB,Hardware,4122,3,292.96,735.71,,0.0
PED-1444,167,2025-08-24 17:20:39,SW-003,Adobe Creative Cloud,Software,0,2,206.2,598.3,PROMO10,0.1
PED-1445,118,2025-08-24 20:58:55,AC-005,Hub USB-C 7 Portas,Acessórios,226,3,30.26,65.21,PROMO10,0.1
PED-1446,50,2025-08-25 16:07:27,LIC-001,Licença Antivírus Kaspersky,Licenças,0,1,25.45,103.94,,0.0
PED-1447,113,2025-08-25 16:45:32,AC-004,Webcam Full HD,Acessórios,253,2,90.27,106.56,OFF20,0.2
PED-1448,129,2025-08-26 04:00:37,HW-004,SSD NVMe 1TB,Hardware,2095,1,361.16,645.53,,0.0
PED-1449,20,2025-08-26 08:46:09,AC-004,Webcam Full HD,Acessórios,316,2,60.55,163.97,OFF20,0.2
PED-1450,97,2025-08-26 13:52:31,LIC-004,Licença Backup Acronis,Licenças,0,3,191.72,432.0,,0.0
PED-1451,69,2025-08-26 17:27:56,AC-005,Hub USB-C 7 Portas,Acessórios,203,3,39.88,137.22,,0.0
PED-1452,101,2025-08-27 20:50:51,HW-008,Gabinete Gamer RGB,Hardware,4832,2,387.14,591.39,,0.0
PED-1453,139,2025-08-28 00:37:55,LIC-001,Licença Antivírus Kaspersky,Licenças,0,3,35.36,75.18,,0.0
PED-1454,185,2025-08-28 01:38:21,SW-002,Microsoft Office 365,Software,0,3,237.18,375.82,,0.0
PED-1455,166,2025-08-28 02:02:22,AC-007,Cabo HDMI 2.1 3m,Acessórios,280,3,44.15,85.67,PROMO10,0.1
PED-1456,117,2025-08-28 05:49:21,AC-001,Mouse Wireless Ergonômico,Acessórios,290,3,45.48,131.63,OFF20,0.2
PED-1457,135,2025-08-28 11:07:51,HW-006,Fonte 750W Modular,Hardware,3336,3,345.69,643.45,,0.0
PED-1458,27,2025-08-29 07:17:35,HW-001,Monitor 24pol IPS,Hardware,4774,2,933.2,1964.44,,0.0
PED-1459,178,2025-08-29 19:28:38,AC-001,Mouse Wireless Ergonômico,Acessórios,222,3,49.01,85.55,,0.0
PED-1460,140,2025-08-30 02:12:11,AC-006,Mousepad XL Gamer,Acessórios,398,2,38.91,69.89,OFF20,0.2
PED-1461,63,2025-08-30 10:37:55,LIC-002,Licença VPN NordVPN,Licenças,0,1,77.52,109.7,,0.0
PED-1462,135,2025-08-30 13:01:10,HW-003,Placa de Vídeo RTX 4060,Hardware,2735,3,2381.44,3892.08,,0.0
PED-1463,130,2025-08-30 19:05:57,LIC-004,Licença Backup Acronis,Licenças,0,1,237.37,362.05,OFF20,0.2
PED-1464,169,2025-08-30 23:18:36,HW-002,Notebook Gamer i7,Hardware,2454,1,2209.41,4077.95,PROMO10,0.1
PED-1465,45,2025-08-31 18:55:48,AC-003,Headset Gamer 7.1,Acessórios,356,1,102.78,244.65,,0.0
PED-1466,97,2025-08-31 21:17:25,HW-002,Notebook Gamer i7,Hardware,2310,3,2340.36,4013.81,,0.0
PED-1467,16,2025-09-01 11:06:17,AC-002,Teclado Mecânico RGB,Acessórios,636,1,187.6,250.74,,0.0
PED-1468,192,2025-09-02 08:07:11,AC-003,Headset Gamer 7.1,Acessórios,498,3,67.69,161.89,,0.0
PED-1469,127,2025-09-02 10:56:37,LIC-002,Licença VPN NordVPN,Licenças,0,3,42.87,129.54,PROMO10,0.1
PED-1470,55,2025-09-02 16:33:25,SW-004,AutoCAD 2024,Software,0,3,492.22,674.46,,0.0
PED-1471,74,2025-09-02 19:03:14,HW-007,Placa-Mãe B550,Hardware,2693,1,564.04,888.6,PROMO10,0.1
PED-1472,80,2025-09-03 04:33:07,LIC-003,Licença Cloud 1TB,Licenças,0,2,95.32,113.18,,0.0
PED-1473,192,2025-09-03 09:16:57,HW-001,Monitor 24pol IPS,Hardware,4848,1,400.51,1477.42,PROMO10,0.1
PED-1474,19,2025-09-03 09:42:25,HW-001,Monitor 24pol IPS,Hardware,3565,2,443.37,1133.81,PROMO10,0.1
PED-1475,158,2025-09-03 11:23:26,AC-002,Teclado Mecânico RGB,Acessórios,742,1,186.9,336.3,,0.0
PED-1476,62,2025-09-03 22:49:03,SW-003,Adobe Creative Cloud,Software,0,2,379.2,557.78,PROMO10,0.1
PED-1477,131,2025-09-04 00:10:44,AC-006,Mousepad XL Gamer,Acessórios,343,3,34.24,57.77,OFF20,0.2
PED-1478,153,2025-09-04 09:05:07,SW-004,AutoCAD 2024,Software,0,3,374.28,721.16,,0.0
PED-1479,35,2025-09-04 13:36:40,HW-007,Placa-Mãe B550,Hardware,2752,3,675.31,1093.75,OFF20,0.2
PED-1480,7,2025-09-04 23:40:05,AC-004,Webcam Full HD,Acessórios,302,1,75.75,179.35,,0.0
PED-1481,138,2025-09-05 01:25:37,AC-005,Hub USB-C 7 Portas,Acessórios,297,2,43.15,98.83,,0.0
PED-1482,130,2025-09-05 02:50:58,HW-002,Notebook Gamer i7,Hardware,2490,3,2365.63,4969.45,PROMO10,0.1
PED-1483,4,2025-09-05 10:23:44,AC-007,Cabo HDMI 2.1 3m,Acessórios,229,3,23.45,57.13,PROMO10,0.1
PED-1484,141,2025-09-07 17:52:04,LIC-003,Licença Cloud 1TB,Licenças,0,1,58.51,152.15,,0.0
PED-1485,12,2025-09-07 18:05:00,AC-002,Teclado Mecânico RGB,Acessórios,773,2,177.86,294.54,PROMO10,0.1
PED-1486,112,2025-09-08 16:38:41,AC-007,Cabo HDMI 2.1 3m,Acessórios,286,2,32.0,84.95,,0.0
PED-1487,117,2025-09-08 16:48:07,AC-001,Mouse Wireless Ergonômico,Acessórios,296,1,64.01,85.01,,0.0
PED-1488,118,2025-09-08 20:15:14,HW-005,Processador Ryzen 7,Hardware,2063,2,1203.48,2184.51,,0.0
PED-1489,31,2025-09-09 02:15:59,AC-001,Mouse Wireless Ergonômico,Acessórios,217,3,32.99,82.7,,0.0
PED-1490,26,2025-09-09 05:21:56,SW-003,Adobe Creative Cloud,Software,0,1,217.39,511.02,,0.0
PED-1491,114,2025-09-09 07:45:41,SW-004,AutoCAD 2024,Software,0,2,318.96,682.2,,0.0
PED-1492,179,2025-09-09 13:27:52,LIC-004,Licença Backup Acronis,Licenças,0,3,196.61,493.85,,0.0
PED-1493,185,2025-09-10 05:47:39,HW-003,Placa de Vídeo RTX 4060,Hardware,2127,3,1948.27,2954.62,OFF20,0.2
PED-1494,146,2025-09-10 11:17:41,HW-008,Gabinete Gamer RGB,Hardware,4256,1,313.79,446.95,,0.0
PED-1495,190,2025-09-10 11:58:25,AC-007,Cabo HDMI 2.1 3m,Acessórios,257,1,49.31,84.61,OFF20,0.2
PED-1496,193,2025-09-10 12:14:58,AC-007,Cabo HDMI 2.1 3m,Acessórios,295,1,39.9,86.39,,0.0
PED-1497,20,2025-09-11 05:22:43,AC-007,Cabo HDMI 2.1 3m,Acessórios,210,3,20.59,61.98,PROMO10,0.1
PED-1498,9,2025-09-11 18:31:05,AC-006,Mousepad XL Gamer,Acessórios,583,1,18.73,37.06,PROMO10,0.1
PED-1499,176,2025-09-12 04:56:50,HW-004,SSD NVMe 1TB,Hardware,2099,3,355.67,684.32,,0.0
PED-1500,106,2025-09-12 07:16:27,HW-005,Processador Ryzen 7,Hardware,2063,1,903.51,1900.89,,0.0
PED-1501,46,2025-09-12 12:32:52,AC-001,Mouse Wireless Ergonômico,Acessórios,267,1,75.81,120.14,,0.0
PED-1502,5,2025-09-13 13:25:12,SW-003,Adobe Creative Cloud,Software,0,3,361.26,535.03,PROMO10,0.1
PED-1503,141,2025-09-13 13:49:21,HW-003,Placa de Vídeo RTX 4060,Hardware,2510,2,2009.52,3531.42,,0.0
PED-1504,68,2025-09-13 20:24:49,HW-003,Placa de Vídeo RTX 4060,Hardware,2164,2,2205.25,3305.91,,0.0
PED-1505,106,2025-09-13 21:30:17,AC-004,Webcam Full HD,Acessórios,220,2,68.9,84.97,,0.0
PED-1506,120,2025-09-14 04:02:57,HW-002,Notebook Gamer i7,Hardware,2875,1,2288.94,3511.23,,0.0
PED-1507,135,2025-09-14 22:09:20,HW-008,Gabinete Gamer RGB,Hardware,4829,2,214.69,437.7,,0.0
PED-1508,123,2025-09-15 09:55:23,AC-005,Hub USB-C 7 Portas,Acessórios,297,3,65.38,89.87,,0.0
PED-1509,6,2025-09-15 10:10:15,HW-001,Monitor 24pol IPS,Hardware,4046,1,549.24,1503.73,,0.0
PED-1510,83,2025-09-15 11:06:19,HW-004,SSD NVMe 1TB,Hardware,2066,1,286.72,636.22,,0.0
PED-1511,146,2025-09-15 14:29:32,LIC-004,Licença Backup Acronis,Licenças,0,3,73.31,99.46,,0.0
PED-1512,188,2025-09-15 18:03:36,SW-001,Windows 11 Pro,Software,0,1,338.85,450.76,,0.0
PED-1513,107,2025-09-15 20:10:10,LIC-001,Licença Antivírus Kaspersky,Licenças,0,1,50.61,59.99,,0.0
PED-1514,81,2025-09-15 23:01:01,AC-002,Teclado Mecânico RGB,Acessórios,635,1,96.23,312.41,PROMO10,0.1
PED-1515,57,2025-09-16 00:36:22,AC-001,Mouse Wireless Ergonômico,Acessórios,235,1,46.82,72.0,,0.0
PED-1516,88,2025-09-16 03:29:56,SW-004,AutoCAD 2024,Software,0,1,482.09,591.33,,0.0
PED-1517,84,2025-09-16 04:42:06,HW-002,Notebook Gamer i7,Hardware,2680,1,2155.43,4804.41,,0.0
PED-1518,34,2025-09-16 06:57:44,HW-004,SSD NVMe 1TB,Hardware,2084,2,297.06,372.83,OFF20,0.2
PED-1519,117,2025-09-16 09:05:38,SW-001,Windows 11 Pro,Software,0,3,420.3,508.63,,0.0
PED-1520,28,2025-09-16 15:21:57,HW-004,SSD NVMe 1TB,Hardware,2085,2,296.63,529.09,PROMO10,0.1
PED-1521,8,2025-09-16 18:12:15,HW-004,SSD NVMe 1TB,Hardware,2093,2,366.02,567.17,,0.0
PED-1522,62,2025-09-16 21:13:06,SW-001,Windows 11 Pro,Software,0,1,251.55,738.95,OFF20,0.2
PED-1523,147,2025-09-16 22:43:17,HW-005,Processador Ryzen 7,Hardware,2157,2,1348.22,1835.6,,0.0
PED-1524,94,2025-09-17 02:13:20,AC-004,Webcam Full HD,Acessórios,294,3,49.39,154.94,,0.0
PED-1525,81,2025-09-17 08:59:44,HW-004,SSD NVMe 1TB,Hardware,2029,1,380.83,608.23,,0.0
PED-1526,180,2025-09-17 19:53:37,LIC-004,Licença Backup Acronis,Licenças,0,3,58.19,209.27,PROMO10,0.1
PED-1527,83,2025-09-18 01:22:36,HW-006,Fonte 750W Modular,Hardware,2798,1,399.32,594.58,,0.0
PED-1528,121,2025-09-19 07:59:11,HW-002,Notebook Gamer i7,Hardware,2564,3,2284.52,4575.25,,0.0
PED-1529,59,2025-09-19 12:13:25,HW-001,Monitor 24pol IPS,Hardware,4655,1,821.48,1108.61,OFF20,0.2
PED-1530,43,2025-09-21 05:25:27,HW-007,Placa-Mãe B550,Hardware,2015,3,753.99,1246.41,,0.0
PED-1531,126,2025-09-21 11:13:08,HW-004,SSD NVMe 1TB,Hardware,2075,3,382.35,614.81,,0.0
PED-1532,23,2025-09-21 11:50:00,SW-004,AutoCAD 2024,Software,0,2,434.82,787.4,,0.0
PED-1533,100,2025-09-22 01:00:05,AC-004,Webcam Full HD,Acessórios,230,3,46.06,112.63,PROMO10,0.1
PED-1534,101,2025-09-22 01:32:12,AC-001,Mouse Wireless Ergonômico,Acessórios,349,2,38.96,130.68,OFF20,0.2
PED-1535,148,2025-09-23 23:02:45,HW-002,Notebook Gamer i7,Hardware,2287,3,2923.08,3875.72,,0.0
PED-1536,158,2025-09-24 07:05:28,LIC-004,Licença Backup Acronis,Licenças,0,1,66.74,208.92,,0.0
PED-1537,200,2025-09-24 18:51:32,LIC-001,Licença Antivírus Kaspersky,Licenças,0,2,38.74,94.08,,0.0
PED-1538,135,2025-09-25 01:43:36,HW-002,Notebook Gamer i7,Hardware,2842,2,2596.91,4194.8,,0.0
PED-1539,92,2025-09-25 12:32:57,SW-002,Microsoft Office 365,Software,0,1,298.96,347.29,PROMO10,0.1
PED-1540,106,2025-09-26 12:25:02,SW-003,Adobe Creative Cloud,Software,0,3,221.47,626.95,OFF20,0.2
PED-1541,54,2025-09-27 12:07:52,HW-007,Placa-Mãe B550,Hardware,2639,3,621.18,1478.67,,0.0
PED-1542,146,2025-09-27 14:20:24,SW-002,Microsoft Office 365,Software,0,3,154.67,583.09,,0.0
PED-1543,6,2025-09-27 15:08:18,AC-007,Cabo HDMI 2.1 3m,Acessórios,249,2,57.05,111.37,OFF20,0.2
PED-1544,170,2025-09-28 18:47:07,AC-002,Teclado Mecânico RGB,Acessórios,758,2,105.91,174.35,,0.0
PED-1545,84,2025-09-28 21:04:39,HW-004,SSD NVMe 1TB,Hardware,2086,3,218.72,541.79,OFF20,0.2
PED-1546,66,2025-09-29 07:19:40,LIC-001,Licença Antivírus Kaspersky,Licenças,0,3,42.22,121.74,OFF20,0.2
PED-1547,40,2025-09-29 11:05:03,AC-005,Hub USB-C 7 Portas,Acessórios,216,1,54.55,91.95,,0.0
PED-1548,145,2025-09-29 22:08:57,HW-003,Placa de Vídeo RTX 4060,Hardware,2166,2,1602.59,3258.89,PROMO10,0.1
PED-1549,100,2025-09-30 12:21:40,HW-008,Gabinete Gamer RGB,Hardware,4318,2,297.27,480.02,,0.0
PED-1550,58,2025-10-01 02:17:50,HW-004,SSD NVMe 1TB,Hardware,2038,1,305.9,600.73,,0.0
PED-1551,172,2025-10-01 04:57:18,SW-002,Microsoft Office 365,Software,0,3,239.87,589.78,,0.0
PED-1552,127,2025-10-01 13:47:14,HW-001,Monitor 24pol IPS,Hardware,3858,2,920.44,1159.23,,0.0
PED-1553,149,2025-10-01 22:56:20,HW-002,Notebook Gamer i7,Hardware,2404,2,2915.28,4104.63,PROMO10,0.1
PED-1554,195,2025-10-01 23:27:24,AC-007,Cabo HDMI 2.1 3m,Acessórios,230,2,39.18,46.1,,0.0
PED-1555,156,2025-10-02 18:56:16,AC-004,Webcam Full HD,Acessórios,328,3,57.07,181.85,,0.0
PED-1556,135,2025-10-03 06:02:24,AC-006,Mousepad XL Gamer,Acessórios,447,3,31.02,37.83,,0.0
PED-1557,77,2025-10-03 07:00:34,HW-003,Placa de Vídeo RTX 4060,Hardware,2354,3,1872.58,2271.58,PROMO10,0.1
PED-1558,61,2025-10-04 00:51:59,SW-002,Microsoft Office 365,Software,0,2,215.92,588.3,,0.0
PED-1559,42,2025-10-04 16:15:04,AC-007,Cabo HDMI 2.1 3m,Acessórios,289,1,29.18,106.95,,0.0
PED-1560,61,2025-10-05 13:42:21,LIC-003,Licença Cloud 1TB,Licenças,0,3,62.21,108.12,,0.0
PED-1561,145,2025-10-06 10:00:49,LIC-003,Licença Cloud 1TB,Licenças,0,3,68.43,144.37,OFF20,0.2
PED-1562,133,2025-10-06 11:13:14,SW-001,Windows 11 Pro,Software,0,3,320.27,370.24,PROMO10,0.1
PED-1563,114,2025-10-06 12:31:51,SW-002,Microsoft Office 365,Software,0,1,228.93,304.93,,0.0
PED-1564,31,2025-10-06 16:18:32,SW-001,Windows 11 Pro,Software,0,2,387.77,607.66,OFF20,0.2
PED-1565,52,2025-10-07 15:27:01,LIC-002,Licença VPN NordVPN,Licenças,0,2,66.51,188.61,,0.0
PED-1566,118,2025-10-07 20:38:08,AC-001,Mouse Wireless Ergonômico,Acessórios,204,3,53.52,146.11,,0.0
PED-1567,5,2025-10-07 23:36:07,HW-006,Fonte 750W Modular,Hardware,3001,3,391.09,581.29,PROMO10,0.1
PED-1568,65,2025-10-08 03:19:26,SW-003,Adobe Creative Cloud,Software,0,2,380.56,722.73,PROMO10,0.1
PED-1569,140,2025-10-08 05:20:30,LIC-001,Licença Antivírus Kaspersky,Licenças,0,1,28.28,147.09,PROMO10,0.1
PED-1570,27,2025-10-09 15:25:54,HW-003,Placa de Vídeo RTX 4060,Hardware,2005,1,1706.38,3652.88,,0.0
PED-1571,62,2025-10-09 17:52:25,SW-003,Adobe Creative Cloud,Software,0,2,307.94,621.84,PROMO10,0.1
PED-1572,102,2025-10-10 01:25:45,LIC-002,Licença VPN NordVPN,Licenças,0,1,46.67,81.54,,0.0
PED-1573,167,2025-10-10 05:33:26,LIC-002,Licença VPN NordVPN,Licenças,0,2,55.72,181.84,,0.0
PED-1574,37,2025-10-11 02:38:21,HW-004,SSD NVMe 1TB,Hardware,2085,2,262.13,515.02,,0.0
PED-1575,49,2025-10-11 13:40:58,AC-007,Cabo HDMI 2.1 3m,Acessórios,247,2,27.46,84.85,OFF20,0.2
PED-1576,164,2025-10-12 08:44:35,HW-007,Placa-Mãe B550,Hardware,2017,1,461.14,1136.54,,0.0
PED-1577,87,2025-10-12 18:16:03,HW-005,Processador Ryzen 7,Hardware,2004,1,957.23,2280.79,,0.0
PED-1578,193,2025-10-13 00:45:17,LIC-004,Licença Backup Acronis,Licenças,0,1,215.79,271.53,,0.0
PED-1579,168,2025-10-13 04:23:15,SW-003,Adobe Creative Cloud,Software,0,1,410.17,624.34,OFF20,0.2
PED-1580,108,2025-10-14 01:42:34,AC-006,Mousepad XL Gamer,Acessórios,598,2,47.5,64.52,PROMO10,0.1
PED-1581,135,2025-10-14 03:25:35,AC-003,Headset Gamer 7.1,Acessórios,336,2,118.84,198.47,,0.0
PED-1582,85,2025-10-14 07:26:56,HW-006,Fonte 750W Modular,Hardware,2669,2,569.67,969.87,,0.0
PED-1583,130,2025-10-14 08:16:47,HW-004,SSD NVMe 1TB,Hardware,2089,1,399.97,614.88,,0.0
PED-1584,110,2025-10-14 09:06:40,SW-002,Microsoft Office 365,Software,0,1,278.96,339.9,OFF20,0.2
PED-1585,72,2025-10-14 11:34:11,AC-005,Hub USB-C 7 Portas,Acessórios,220,2,32.62,133.64,,0.0
PED-1586,34,2025-10-14 18:08:12,SW-003,Adobe Creative Cloud,Software,0,2,392.78,745.38,,0.0
PED-1587,37,2025-10-14 23:28:05,SW-004,AutoCAD 2024,Software,0,3,411.9,657.03,,0.0
PED-1588,23,2025-10-15 08:52:09,LIC-002,Licença VPN NordVPN,Licenças,0,1,94.56,135.11,,0.0
PED-1589,120,2025-10-15 18:30:57,HW-007,Placa-Mãe B550,Hardware,2116,3,601.11,1026.28,,0.0
PED-1590,89,2025-10-16 05:10:04,AC-003,Headset Gamer 7.1,Acessórios,486,2,62.78,213.95,,0.0
PED-1591,4,2025-10-16 20:58:51,LIC-002,Licença VPN NordVPN,Licenças,0,1,53.55,99.96,OFF20,0.2
PED-1592,57,2025-10-17 01:11:59,LIC-001,Licença Antivírus Kaspersky,Licenças,0,1,60.73,98.6,OFF20,0.2
PED-1593,161,2025-10-17 02:09:28,HW-003,Placa de Vídeo RTX 4060,Hardware,2691,3,2398.22,3423.17,OFF20,0.2
PED-1594,148,2025-10-18 21:54:40,AC-002,Teclado Mecânico RGB,Acessórios,764,2,82.28,336.54,,0.0
PED-1595,126,2025-10-20 03:43:07,HW-001,Monitor 24pol IPS,Hardware,4847,1,1162.91,1977.69,,0.0
PED-1596,147,2025-10-20 08:09:24,HW-003,Placa de Vídeo RTX 4060,Hardware,2570,3,2381.95,3566.75,PROMO10,0.1
PED-1597,195,2025-10-20 11:19:30,SW-001,Windows 11 Pro,Software,0,3,474.04,747.99,PROMO10,0.1
PED-1598,58,2025-10-20 23:05:02,HW-007,Placa-Mãe B550,Hardware,2171,1,506.86,925.0,OFF20,0.2
PED-1599,52,2025-10-21 09:56:44,SW-004,AutoCAD 2024,Software,0,3,468.64,625.37,OFF20,0.2
PED-1600,70,2025-10-22 00:23:36,AC-005,Hub USB-C 7 Portas,Acessórios,298,3,32.63,127.33,,0.0
PED-1601,108,2025-10-22 03:53:28,HW-001,Monitor 24pol IPS,Hardware,4019,1,596.68,933.32,,0.0
PED-1602,125,2025-10-23 02:16:02,HW-008,Gabinete Gamer RGB,Hardware,4530,3,404.95,579.17,OFF20,0.2
PED-1603,111,2025-10-23 14:37:47,SW-004,AutoCAD 2024,Software,0,1,327.05,757.05,,0.0
PED-1604,63,2025-10-24 09:16:18,AC-001,Mouse Wireless Ergonômico,Acessórios,254,2,33.86,66.25,,0.0
PED-1605,83,2025-10-24 20:38:07,AC-007,Cabo HDMI 2.1 3m,Acessórios,231,2,47.44,63.81,,0.0
PED-1606,22,2025-10-25 05:52:26,HW-005,Processador Ryzen 7,Hardware,2101,2,1446.75,2354.1,,0.0
PED-1607,21,2025-10-25 14:03:41,HW-005,Processador Ryzen 7,Hardware,2048,2,962.14,2330.61,,0.0
PED-1608,184,2025-10-25 14:57:40,AC-006,Mousepad XL Gamer,Acessórios,591,1,42.49,54.86,PROMO10,0.1
PED-1609,118,2025-10-25 15:19:40,HW-003,Placa de Vídeo RTX 4060,Hardware,2114,1,2212.64,3269.04,OFF20,0.2
PED-1610,107,2025-10-25 19:32:03,AC-007,Cabo HDMI 2.1 3m,Acessórios,276,1,20.42,81.71,OFF20,0.2
PED-1611,99,2025-10-26 09:31:52,AC-006,Mousepad XL Gamer,Acessórios,337,3,34.99,97.9,,0.0
PED-1612,123,2025-10-26 10:08:53,HW-002,Notebook Gamer i7,Hardware,2236,3,2574.73,4446.86,,0.0
PED-1613,99,2025-10-26 12:41:40,SW-001,Windows 11 Pro,Software,0,1,476.1,600.04,,0.0
PED-1614,161,2025-10-26 12:46:38,HW-006,Fonte 750W Modular,Hardware,3438,3,383.25,835.7,,0.0
PED-1615,75,2025-10-26 18:44:27,HW-004,SSD NVMe 1TB,Hardware,2055,1,370.77,500.29,PROMO10,0.1
PED-1616,136,2025-10-27 05:55:12,HW-001,Monitor 24pol IPS,Hardware,4374,1,615.99,1091.21,,0.0
PED-1617,1,2025-10-27 10:41:05,AC-003,Headset Gamer 7.1,Acessórios,375,2,80.73,268.57,,0.0
PED-1618,85,2025-10-27 15:54:05,HW-004,SSD NVMe 1TB,Hardware,2074,3,231.77,351.85,,0.0
PED-1619,22,2025-10-28 00:04:51,HW-003,Placa de Vídeo RTX 4060,Hardware,2790,3,2080.51,3370.04,PROMO10,0.1
PED-1620,82,2025-10-28 03:30:09,AC-002,Teclado Mecânico RGB,Acessórios,722,1,174.44,267.9,,0.0
PED-1621,200,2025-10-28 06:22:55,HW-007,Placa-Mãe B550,Hardware,2499,3,673.6,887.94,,0.0
PED-1622,11,2025-10-29 13:30:03,AC-007,Cabo HDMI 2.1 3m,Acessórios,293,1,42.64,83.56,OFF20,0.2
PED-1623,131,2025-10-29 22:52:15,AC-001,Mouse Wireless Ergonômico,Acessórios,258,1,45.27,148.65,,0.0
PED-1624,14,2025-10-31 07:34:44,HW-003,Placa de Vídeo RTX 4060,Hardware,2664,1,2307.81,3491.73,,0.0
PED-1625,172,2025-10-31 17:15:58,HW-006,Fonte 750W Modular,Hardware,3266,3,337.35,510.53,,0.0
PED-1626,140,2025-11-01 01:46:02,AC-005,Hub USB-C 7 Portas,Acessórios,262,2,75.86,114.21,PROMO10,0.1
PED-1627,92,2025-11-01 02:57:48,HW-008,Gabinete Gamer RGB,Hardware,4231,2,355.1,480.36,OFF20,0.2
PED-1628,169,2025-11-01 09:10:31,HW-008,Gabinete Gamer RGB,Hardware,4090,3,349.35,406.54,,0.0
PED-1629,89,2025-11-02 14:23:49,HW-001,Monitor 24pol IPS,Hardware,4550,1,1026.95,1534.61,OFF20,0.2
PED-1630,3,2025-11-02 19:35:10,AC-002,Teclado Mecânico RGB,Acessórios,602,2,138.9,182.17,,0.0
PED-1631,17,2025-11-02 20:39:24,SW-003,Adobe Creative Cloud,Software,0,2,183.42,355.91,,0.0
PED-1632,73,2025-11-02 21:43:00,SW-001,Windows 11 Pro,Software,0,3,258.31,739.03,PROMO10,0.1
PED-1633,176,2025-11-02 22:02:41,HW-006,Fonte 750W Modular,Hardware,3228,1,314.12,598.61,,0.0
PED-1634,164,2025-11-03 09:05:09,AC-006,Mousepad XL Gamer,Acessórios,405,1,17.78,81.85,,0.0
PED-1635,36,2025-11-03 10:37:11,AC-001,Mouse Wireless Ergonômico,Acessórios,249,1,60.83,107.71,,0.0
PED-1636,63,2025-11-03 13:34:54,HW-002,Notebook Gamer i7,Hardware,2756,3,2992.7,4398.94,,0.0
PED-1637,22,2025-11-03 15:10:57,HW-002,Notebook Gamer i7,Hardware,2512,2,2617.14,4778.85,,0.0
PED-1638,61,2025-11-04 04:13:33,AC-007,Cabo HDMI 2.1 3m,Acessórios,293,3,59.03,115.59,PROMO10,0.1
PED-1639,20,2025-11-04 14:35:53,SW-003,Adobe Creative Cloud,Software,0,3,386.77,626.18,,0.0
PED-1640,165,2025-11-04 20:50:24,LIC-001,Licença Antivírus Kaspersky,Licenças,0,1,41.93,83.37,OFF20,0.2
PED-1641,148,2025-11-06 15:18:40,LIC-002,Licença VPN NordVPN,Licenças,0,1,90.0,143.82,PROMO10,0.1
PED-1642,40,2025-11-08 12:08:15,HW-008,Gabinete Gamer RGB,Hardware,4087,3,467.76,582.14,,0.0
PED-1643,49,2025-11-08 14:24:02,HW-003,Placa de Vídeo RTX 4060,Hardware,2458,2,1870.52,3189.15,OFF20,0.2
PED-1644,182,2025-11-08 15:31:39,HW-002,Notebook Gamer i7,Hardware,2217,3,2410.74,3529.37,PROMO10,0.1
PED-1645,106,2025-11-09 10:16:23,HW-007,Placa-Mãe B550,Hardware,2697,3,773.54,1238.31,,0.0
PED-1646,95,2025-11-09 14:35:38,AC-007,Cabo HDMI 2.1 3m,Acessórios,292,2,31.26,117.87,,0.0
PED-1647,98,2025-11-09 17:32:00,HW-003,Placa de Vídeo RTX 4060,Hardware,2095,3,1711.4,2736.94,,0.0
PED-1648,124,2025-11-09 21:25:30,AC-001,Mouse Wireless Ergonômico,Acessórios,296,1,69.33,105.48,OFF20,0.2
PED-1649,123,2025-11-09 23:16:01,AC-001,Mouse Wireless Ergonômico,Acessórios,207,1,74.33,106.24,,0.0
PED-1650,50,2025-11-10 07:12:38,HW-001,Monitor 24pol IPS,Hardware,4951,3,709.93,1415.7,,0.0
PED-1651,98,2025-11-10 12:42:28,HW-005,Processador Ryzen 7,Hardware,2049,3,904.87,2484.48,,0.0
PED-1652,111,2025-11-10 14:02:48,HW-003,Placa de Vídeo RTX 4060,Hardware,2156,3,1870.26,3031.28,PROMO10,0.1
PED-1653,86,2025-11-10 14:30:08,AC-006,Mousepad XL Gamer,Acessórios,542,3,18.37,87.29,PROMO10,0.1
PED-1654,24,2025-11-10 14:33:14,AC-004,Webcam Full HD,Acessórios,333,2,55.58,72.05,,0.0
PED-1655,1,2025-11-10 15:02:36,AC-003,Headset Gamer 7.1,Acessórios,464,2,104.39,162.85,OFF20,0.2
PED-1656,169,2025-11-10 20:43:50,AC-001,Mouse Wireless Ergonômico,Acessórios,216,2,52.0,83.72,,0.0
PED-1657,2,2025-11-11 22:59:55,LIC-002,Licença VPN NordVPN,Licenças,0,1,56.25,131.67,,0.0
PED-1658,122,2025-11-12 06:10:52,HW-008,Gabinete Gamer RGB,Hardware,4828,3,230.92,379.87,OFF20,0.2
PED-1659,155,2025-11-13 08:05:52,AC-005,Hub USB-C 7 Portas,Acessórios,298,1,67.15,84.89,,0.0
